学校,所在学院,URL
中山大学南方学院,文学与传媒学院,http://wcy.nfu.edu.cn/a/xueyuangaikuang/zhuanyeshezhi/wangluoyuxinmeitix/
福州大学至诚学院，人文与艺术专业，http://zsb.fdzcxy.com/main/query/major_info/id/43.html
